CONTRATO,STOCK ID,current_monthly_payment,vehicle_equity,saldo insoluto,current_car_price,risk_profile
2678411,191053,13574.51,386259.78,65739.22,451999,A1
2678331,164635,6197.5,131812.01,30186.99,161999,A1
2680062,192867,9579.41,349969.8,138029.2,487999,A1
2679161,197710,7960.54,210668.67,38330.33,248999,C2
2679478,197730,4503.94,104433.1,20565.9,124999,A2
2679465,197848,4999.83,149325.25,48673.75,197999,A1
2679814,139400,8579.23,278975.46,44023.54,322999,A2
2680209,192589,5574.74,231577.21,27421.79,258999,A1
2680425,198352,9489.83,211703.96,47295.04,258999,A1
2680885,170704,9145.7,223951.52,42047.48,265999,C2
2680446,200359,4562.51,114913.56,22085.44,136999,A2
2680573,199697,5315.36,143272.34,3726.66,146999,A1
2681318,204640,5270.46,103214.86,25784.14,128999,A1
2680337,174070,7595.73,299423.45,35575.55,334999,A1
2680746,174750,9224.83,366841.37,47157.63,413999,A1
2680639,200957,6618.5,188046.41,56952.59,244999,A1
2681744,202963,4954.01,224845.88,27153.12,251999,A1
2681213,194868,8174.36,317297.85,45701.15,362999,A1
2681902,201688,5347.11,128102.75,50896.25,178999,A2
2681725,204825,8882.56,230366.25,51632.75,281999,A1
2682162,199713,5475.43,128317.24,30681.76,158999,C1
2682181,203963,10598.73,276700.07,41298.93,317999,A1
2682136,164869,4857.08,182998.59,26000.41,208999,C1
2687303,198198,5439.37,175995.23,33003.77,208999,A2
2683430,198245,6503.97,410014.28,38984.72,448999,A1
2686763,204358,11598.71,293660.85,67338.15,360999,A1
2684577,153565,5826.94,164487.51,28511.49,192999,A2
2687182,182588,13389.65,317502.02,77496.98,394999,A1
2684536,194744,7180.51,420157.74,41841.26,461999,A1
2684293,187688,7937.46,252662,44337,296999,A1
2687011,159749,5431.45,133468.17,30530.83,163999,B
2684658,181138,5017.1,173342.29,24656.71,197999,A2
2684504,202682,4938.02,109222.59,29776.41,138999,A2
2684523,194528,12182.98,283516,72483,355999,A1
2684398,201159,7870.47,380183.05,45815.95,425999,A1
2687352,193638,3095.5,75545.19,19453.81,94999,A1
2686927,169176,12715.91,536150.33,71848.67,607999,A1
2687360,164314,5213.95,209965.44,32033.56,241999,A1
2686716,193077,7013.34,156808.21,39190.79,195999,A2
2689315,156902,5655.19,154246.78,51752.22,205999,A1
2687112,205726,5812.18,140531.5,34467.5,174999,A1
2686932,200091,7537.46,190641.8,89357.2,279999,A1
2686520,146455,6176.84,337287.24,20711.76,357999,A1
2688142,205834,8290.81,172597.82,46401.18,218999,A1
2687719,198123,10738.95,336883.54,62115.46,398999,A1
2687677,169344,8040.78,210146.14,45852.86,255999,A1
2688137,186083,14486.01,413454.96,135544.04,548999,A2
2687673,197855,7079.06,193387.98,37611.02,230999,A2
2687459,165398,6530.62,143402.33,37596.67,180999,A1
2687794,203122,4018.67,148087.33,24911.67,172999,A1
2687697,207209,6712.53,298646.77,37352.23,335999,A1
2687640,192758,10102.02,245896.7,60102.3,305999,A1
2688036,205338,5636.58,137672.69,29326.31,166999,C2
2688351,152039,9280.67,327825.5,52173.5,379999,A1
2688174,195327,6719.82,253399.35,16599.65,269999,A1
2688979,204700,13022.76,363907.67,73091.33,436999,A1
2689049,194314,7077.18,210398.68,90600.32,300999,A1
2688937,206761,5892.77,173104.07,29894.93,202999,A1
2688470,178681,14079.17,445016.47,80982.53,525999,A1
2689639,162330,7539.58,252407.93,43591.07,295999,A1
2690277,167759,4885.84,184251.21,26747.79,210999,A1
2688385,199580,11771.96,310744.56,66254.44,376999,A1
2691289,150272,5988.32,115669.77,39329.23,154999,A1
2689742,153951,5068.61,372854.54,32144.46,404999,A1
2689539,198861,3588.21,201229.15,11769.85,212999,A1
2689429,166225,8185.72,203460.17,13538.83,216999,A1
2690165,187622,8412.52,324047.08,80951.92,404999,A2
2690214,190353,7486.09,281008.98,47990.02,328999,A2
2689991,204047,5091.84,133985.32,33013.68,166999,A2
2691269,150296,10677.62,761863.38,76135.62,837999,AAA
2694312,206809,6935.08,320424.86,44574.14,364999,A2
2691894,185758,14244.08,488793.33,76205.67,564999,A1
2690326,172581,10416.26,280733.69,68265.31,348999,A1
2690031,206055,11783.75,429458.43,158540.57,587999,A1
2690013,205931,4730.72,311475.61,30523.39,341999,A1
2690041,170439,7148.01,175627.81,47371.19,222999,A1
2691003,199518,3843.49,162021.28,23977.72,185999,A1
2690987,184798,7007.34,134773.3,47225.7,181999,A1
2690500,126275,3952.06,190809.12,26189.88,216999,A1
2691248,164287,6869.01,142883.1,45115.9,187999,A2
2693751,199276,5007.99,240848.11,58150.89,298999,A1
2691545,208408,5872.27,290574.2,37424.8,327999,A1
2691304,205853,4273.51,378316.92,23682.08,401999,A1
2690578,177544,6951.89,211953.67,46045.33,257999,A1
2691195,190869,3103.17,149629.39,6369.61,155999,A1
2691143,187732,6149.45,374660.49,37338.51,411999,A1
2692742,150239,9825.37,280358.06,53640.94,333999,A1
2691605,207042,8367.47,184188.69,54810.31,238999,A1
2692977,193158,11216.93,337273.01,73725.99,410999,A1
2692846,204509,7665.51,157055.11,50943.89,207999,A1
2691754,208062,10660.2,388216.5,81782.5,469999,A1
2691560,183696,7418.12,159505.76,51493.24,210999,A1
2693115,204365,8403.3,161779.75,54219.25,215999,C2
2692747,184807,8552.05,242706.66,50292.34,292999,A2
2697957,199470,6826.56,228056.94,90942.06,318999,A1
2692201,168160,10853.41,318499.9,69499.1,387999,A1
2693293,175371,8893.43,258163.11,47835.89,305999,C2
2692041,184615,7534.99,322413.33,48585.67,370999,A1
2693259,168062,5383.36,122757.7,37241.3,159999,A1
2693142,197682,7178.37,355536.74,18462.26,373999,A1
2692031,208716,3395.37,143348.57,29650.43,172999,A1
2684762,205280,7844.48,231325.39,45673.61,276999,A1
2687073,178167,12865.53,523384.87,72614.13,595999,A1
2688763,47961,4174.59,241970.29,23028.71,264999,A2
2687137,205325,6240.12,137016.08,35982.92,172999,A2
2687916,188297,7547.14,223948.42,58050.58,281999,A1
2689015,200046,5392.33,232566.39,31432.61,263999,A1
2688304,106031,8690.38,311496.92,47502.08,358999,C2
2688892,204940,7884.4,168925.66,44073.34,212999,A1
2689300,197600,4269.59,236441.82,27557.18,263999,A2
2689126,171852,5558.46,373890.22,32108.78,405999,A2
2689094,205714,7535.49,224432.58,43566.42,267999,A1
2690791,188035,8509.63,269862.85,49136.15,318999,A1
2689819,207382,5671.16,122581.17,32417.83,154999,A1
2689680,208502,4221.47,124812.45,24186.55,148999,A2
2691274,205594,6755.28,121737.41,44261.59,165999,C2
2693274,119853,22966.08,658762.38,132236.62,790999,AAA
2691706,197886,7429.58,251790.26,54208.74,305999,A1
2691601,208755,3443.42,196198.68,22800.32,218999,A1
2691401,153448,8678.94,202787.28,59211.72,261999,A1
2692837,188512,8963.89,210737.99,57261.01,267999,C1
2692842,208673,6784.17,164850.47,56148.53,220999,A2
2692662,206294,6484.58,134479.88,43519.12,177999,A2
2693588,195425,5883.22,148081.58,39917.42,187999,A1
2692799,162224,7043.87,214804.8,39194.2,253999,A1
2693246,141000,9112.97,353736.64,61262.36,414999,A1
2693251,205190,8587.42,349374.85,55624.15,404999,A1
2693678,214454,3442.29,175471.87,22527.13,197999,A1
2698540,127725,6457.72,229981.36,28017.64,257999,A1
2696150,197810,6279.07,258984.44,49014.56,307999,A1
2695997,194674,6807.52,236012.48,44986.52,280999,A1
2693392,206905,4233.9,106611,26388,132999,A1
2693822,197980,9520.35,286312.98,67686.02,353999,A2
2700110,180804,5468.47,149546.24,37452.76,186999,A1
2695151,195824,3705.45,209111.22,22887.78,231999,A1
2695129,206920,11135.64,312830.68,62168.32,374999,A1
2699346,179647,7001.45,328940.51,21058.49,349999,A1
2698582,207917,4722.85,120186.05,31812.95,151999,A1
2698133,209090,8461.55,238780.89,58218.11,296999,A1
2697975,144841,4108.63,344871.67,40127.33,384999,A1
2695191,210842,4547.33,127131.05,29867.95,156999,A1
2698068,194360,4173.13,131829.81,27169.19,158999,A1
2699412,206370,5469.98,241708.88,290.12,241999,A1
2698752,203881,13162.05,395529.58,85469.42,480999,A1
2698629,209987,4468.06,261598.34,26400.66,287999,A1
2698191,141819,8015.91,166783.27,53215.73,219999,A1
2698831,222099,5775.99,191187.18,41811.82,232999,A1
2698591,208110,10813.47,256131.25,71867.75,327999,A1
2698239,170232,10659.39,225591.04,69407.96,294999,A1
2698157,156858,8162.95,165845.26,54153.74,219999,A1
2698688,176901,6142.18,204187.83,67811.17,271999,A1
2698535,191947,7116.13,247524.76,50474.24,297999,A1
2699598,178492,10722.41,222964.83,71034.17,293999,A2
2698942,199250,6175.5,265762.35,39236.65,304999,A1
2698620,217789,2167.08,173099.41,19899.59,192999,A1
2699904,179649,6942.94,182541.29,46457.71,228999,A1
2698961,210756,7124.85,431882.07,46116.93,477999,A1
2699112,185633,6165.2,202687.96,41311.04,243999,A1
2698980,207399,7354.23,314027.29,48971.71,362999,A1
2699397,164627,7207.49,421658.48,14340.52,435999,A1
2699979,176923,3286.55,272061.77,22937.23,294999,A1
2699762,190591,4830.17,249877.4,39121.6,288999,A1
2699544,206521,7036.89,136492.51,53506.49,189999,A1
2699970,204937,7516.23,166767.83,87231.17,253999,A1
2699635,204884,4759.11,76485.86,36513.14,112999,A1
2699466,222393,4617.33,326004.13,32994.87,358999,A1
2700350,192371,7211.63,548619.46,15379.54,563999,C1
2701143,197732,3934,250168.23,27830.77,277999,A1
2700848,122869,6545.66,305430.05,47568.95,352999,A1
2699603,155258,7026.87,265792.95,51206.05,316999,A1
2700406,177160,16542.89,442602.26,125396.74,567999,A2
2701452,206692,10232.58,248659.35,74339.65,322999,B
2700767,188137,3949.26,215606.39,30392.61,245999,A1
2700857,158304,20667.05,662256.25,156742.75,818999,AAA
2702415,201131,7608.54,143948.31,57050.69,200999,A2
2701161,192679,4627.01,229293.7,43705.3,272999,A2
2700960,217561,8037.21,156053.04,53945.96,209999,A2
2701647,143661,11343.38,389659.33,64339.67,453999,A1
2701092,128234,6341.27,382040.25,32958.75,414999,A1
2705623,206480,5822.32,314705.48,43293.52,357999,A2
2701643,202724,6266.76,194350.4,47648.6,241999,A2
2701715,217891,4851.99,145395.68,46603.32,191999,A1
2701604,204515,2918.09,225846.88,20152.12,245999,A1
2701570,108163,6323.56,187108.65,45890.35,232999,A1
2702454,225136,17127.15,574826.45,129172.55,703999,A2
2702594,152441,9677.17,356216.01,72782.99,428999,A1
2702298,152127,8645.93,234109.15,65889.85,299999,A1
2701831,211297,8793.57,175281.52,59717.48,234999,A1
2702782,196199,4384.94,134097.76,11901.24,145999,A1
2701840,186824,13090.85,776975.81,89023.19,865999,A1
2702908,225297,5403.06,125118.89,30880.11,155999,A2
2705210,195490,9755.74,291822.85,75176.15,366999,A1
2702803,172275,6630.41,348131.9,47867.1,395999,A1
2698697,169421,5506.81,122116.93,23882.07,145999,C2
2693335,195180,11101.57,231377.88,72621.12,303999,A2
2696010,203104,7248.96,191658.58,46340.42,237999,A1
2694549,209162,16417.78,455268.54,107730.46,562999,A1
2693687,186324,8221.95,168778.68,54220.32,222999,A1
2698073,206325,13069.95,271328.77,85670.23,356999,A2
2698107,201940,5429.45,166984.27,49014.73,215999,B
2699535,208067,3403.33,202931.18,44067.82,246999,A1
2698716,201127,5401.85,312997.68,29001.32,341999,A1
2698999,204027,7471.18,266401.84,50597.16,316999,A1
2698657,167575,6413.98,209197.99,62801.01,271999,A1
2699282,217973,5099.83,89742.78,34256.22,123999,A1
2699685,194606,15689.51,321757.93,119241.07,440999,A2
2699667,122075,16333.27,377183.68,121815.32,498999,A2
2699549,208771,4347.12,143658.47,43340.53,186999,A2
2700068,191038,7534.98,163507.99,57491.01,220999,A1
2700175,217564,7378.75,149686.22,56312.78,205999,A1
2701203,191911,9832.64,209140.72,74858.28,283999,A1
2700763,176709,7629.32,193342.25,32656.75,225999,A2
2700990,203335,8286.29,219860.49,50138.51,269999,A2
2701608,188764,8043.39,274166.56,60832.44,334999,A1
2701509,197183,10139.07,206144.24,76854.76,282999,A1
2706874,190985,7250.79,230489.75,54509.25,284999,A1
2703020,208135,5799.66,142438.9,44560.1,186999,A1
2702962,208216,6379.8,189692.62,50306.38,239999,A1
2702923,222658,6664.39,167882.13,51116.87,218999,A1
2702253,223026,8940.49,170426.43,66572.57,236999,A2
2707180,211195,7933.01,250102.98,71896.02,321999,A1
2703218,210729,7101.47,271343.91,34655.09,305999,A1
2706054,166740,12585.52,268125.18,95873.82,363999,A1
2705827,222334,11155.94,604185.67,81813.33,685999,A1
2705996,189093,11712.83,389945.87,88053.13,477999,A1
2705751,140237,5256.09,326448.68,39550.32,365999,A2
2705398,201971,10181.68,201130.56,75868.44,276999,A2
2706098,226193,6349.33,121837.99,48161.01,169999,A1
2705708,210064,10517.26,250977.74,77021.26,327999,A1
2705546,192627,6027.44,238663.52,43335.48,281999,A1
2706719,210011,5861.02,117498.29,61500.71,178999,A1
2706286,225555,7167.94,251321.14,53677.86,304999,A1
2705964,209316,4472.76,186327.3,31671.7,217999,A1
2705901,120758,8827.9,187755.73,100243.27,287999,A1
2706144,204417,9501.78,218278.51,70720.49,288999,B
2706878,210496,7158.16,290756.27,52242.73,342999,A2
2706272,162516,10836.49,456825.44,87173.56,543999,A1
2705788,225700,5308.74,357155.07,23843.93,380999,A1
2706421,224784,5411.4,169500.12,36498.88,205999,A1
2706277,186423,6709.73,370705.76,64293.24,434999,A1
2706162,208733,3264.62,181780.44,25218.56,206999,A1
2706935,222688,8895.28,176717.23,67281.77,243999,A1
2706815,226055,5260.12,126420.25,37578.75,163999,A1
2706346,183281,4602.32,266377.78,32621.22,298999,A1
2708116,186653,4505.61,159118.37,33880.63,192999,A2
2707076,156295,5676.59,196342.47,43656.53,239999,A2
2706973,203747,9674.43,233427.62,73571.38,306999,A2
2706807,171518,8796.91,186664.93,66334.07,252999,A1
2706689,222982,7815.17,212900.72,78098.28,290999,A1
2706585,120826,8410.46,277604.97,63394.03,340999,A1
2708549,201107,6751.42,136051.04,51947.96,187999,A1
2707575,227456,5982.79,352998.17,43000.83,395999,A1
2708045,142916,10499.17,177739.7,84259.3,261999,A1
2707830,224646,5853.33,190394.29,42604.71,232999,A1
2709373,165879,8048.85,264767.64,24231.36,288999,A1
2707798,198833,10901.68,446197.84,89801.16,535999,A1
2708199,175380,10532.11,335137.22,80861.78,415999,A1
2708072,193854,5584.34,105399.66,47599.34,152999,A1
2709327,202830,23961,672200.53,203298.47,875499,AAA
2708613,194367,5722.75,166924.44,31074.56,197999,A1
2708366,191892,5139.05,184806.73,41192.27,225999,A1
2708516,208271,4643.92,113069.93,38929.07,151999,A1
2709204,171486,4042.07,112522.22,41476.78,153999,A1
2708999,227578,9640.85,179171.01,82827.99,261999,A1
2708935,210520,4088.93,176361.06,12637.94,188999,A1
2708726,208265,6407.41,254541.46,15457.54,269999,A1
2709406,227254,2621.97,203038.45,19960.55,222999,A1
2709233,175889,7801.43,244017.38,38981.62,282999,A1
2709091,198244,11899.47,338224.57,99774.43,437999,A1
2712413,209794,5314.66,156619.19,44379.81,200999,A1
2712130,198515,11729.41,243844.13,101154.87,344999,A1
2709643,229588,16273.46,372107.26,135891.74,507999,A1
2709466,230110,6965.86,187576.85,70422.15,257999,A1
2709863,225445,6114.55,336264.31,51734.69,387999,A1
2709581,183264,8728.79,228536.53,59462.47,287999,A1
2709429,217613,6178.7,290326.41,53672.59,343999,A1
2709420,196919,11022.64,209800.95,94198.05,303999,A1
2712777,224801,7992.65,203899.5,68099.5,271999,A1
2709806,172848,9888.61,340106.56,35892.44,375999,A1
2709731,190128,8174.36,232014.23,59984.77,291999,A1
2709526,222311,15413.52,330488.74,118510.26,448999,A1
2712923,196966,10788.85,499331.68,27667.32,526999,A1
2712787,229015,10665.65,342621.69,139377.31,481999,A1
2709896,203561,9954.69,324187.19,81811.81,405999,A1
2709816,227946,5121.69,294125.62,36873.38,330999,A1
2709741,198373,7944.14,165577.62,61421.38,226999,A1
2709692,139153,9256.65,175427.74,79571.26,254999,A1
2712368,217708,3177.2,203354.98,24644.02,227999,A1
2712326,207405,4513.45,195439.26,15559.74,210999,A1
2712302,153341,7303.28,123756.17,63242.83,186999,A1
2712192,185294,6841.79,260270.89,66728.11,326999,A1
2706993,179680,11122.89,329564.46,83434.54,412999,A1
2707543,205254,6989.85,265442.54,50556.46,315999,A1
2705272,138647,11607.62,329572.6,88426.4,417999,A1
2705797,203622,11773.89,355184.04,85814.96,440999,A2
2705555,204174,5811.64,107055.72,42943.28,149999,A2
2707018,173880,5879.37,249774.11,42224.89,291999,A1
2706471,203494,10950,261879.82,82119.18,343999,A2
2705897,203094,4690.67,147833.34,42165.66,189999,A1
2705972,223000,9589.03,191513.44,72485.56,263999,A1
2707060,201394,7069.93,127835.41,54163.59,181999,A2
2706408,225987,3622,170754.97,27244.03,197999,A1
2707056,209214,6076.58,206769.81,41229.19,247999,A1
2707137,225702,3728.53,179779.26,49219.74,228999,A1
2707793,171926,9522.35,175502.46,79496.54,254999,A1
2713161,225966,2520.39,162206.83,18792.17,180999,B
2709451,217894,5116.71,261844.16,43154.84,304999,A1
2708632,225718,10415.68,266544.97,80454.03,346999,A1
2708765,189099,10588.38,295403.81,102595.19,397999,A1
2713117,187391,6429.35,107756.02,55242.98,162999,A2
2711989,210633,7130.52,180468.04,61530.96,241999,A1
2710072,140462,4324.7,153675.98,34323.02,187999,A1
2712827,210301,20279.65,451550.67,172448.33,623999,A1
2712816,204039,6330.97,140752.53,51246.47,191999,A1
2713352,222624,7065.66,220972.58,57026.42,277999,A1
2713361,170511,6940.61,167405.47,91593.53,258999,A1
2712702,227069,20484.02,503517.91,170481.09,673999,A1
2712690,229735,6064.45,307356.23,48642.77,355999,A1
2713179,222103,4983.2,185880.72,43118.28,228999,A2
2712596,217531,17757.55,520930.3,148068.7,668999,A2
2712577,199092,6719.23,116675.08,57323.92,173999,A2
2713188,231364,11075.81,229554.33,93444.67,322999,A1
2713069,228795,14370.99,527729.29,119269.71,646999,A1
2713217,227974,5603.1,152556.89,47442.11,199999,C1
2713212,200053,5714.57,197285.88,45713.12,242999,A1
2713193,186648,7041.68,140521.72,60477.28,200999,A1
2712965,192885,6430.13,112765.13,55233.87,167999,A1
2713675,230835,7764.05,140331.12,66667.88,206999,A1
2712994,178065,7258.98,256353.51,58645.49,314999,A1
2715923,228696,3947.6,146304.38,30694.62,176999,A1
2714027,228230,4230.24,120960.62,46038.38,166999,A2
2713603,228192,5492.28,166263.57,47735.43,213999,A1
2713771,118814,6004.97,459885.63,22113.37,481999,A1
2714757,165656,8798.11,288089.69,73909.31,361999,A1
2714577,177917,16274.75,335665.81,138333.19,473999,A1
2714660,228822,8326.09,262418.61,67580.39,329999,A1
2714655,223154,5102.59,257053.77,42945.23,299999,A1
2714626,230865,6508.64,315636.64,52362.36,367999,A1
2714845,230054,15805.33,432972.31,133026.69,565999,A2
2715410,226521,8870.22,178358.87,78640.13,256999,A1
2715021,204771,4942.69,163886.14,59112.86,222999,A1
2714948,226903,13157.72,366843.69,112155.31,478999,A1
2714850,204311,13354.95,293461.79,113537.21,406999,A1
2714808,200595,5953.4,180285.99,47713.01,227999,A1
2715726,231604,5999.51,169997.75,61001.25,230999,A1
2715237,226759,5409.57,124087.02,43911.98,167999,A1
2715044,226477,12310.25,284468.05,103530.95,387999,A1
2715039,230116,5140.62,162091.98,40907.02,202999,A1
2714735,158434,8983.63,201180.27,76818.73,277999,A1
2714665,229718,10459.72,294311.36,88687.64,382999,A1
2714646,193055,6158.37,183930.66,53068.34,236999,A1
2715120,201727,7617.33,189257.05,64741.95,253999,A2
2716040,198760,10503.22,261710.25,90288.75,351999,A1
2715093,228602,6601.05,150961.14,55037.86,205999,A1
2714902,208420,17788.93,496735.77,30263.23,526999,A1
2715344,225085,8879.52,192840.88,80158.12,272999,A1
2716249,230671,3681.25,138176.02,31822.98,169999,A1
2715768,226794,4470.48,149219.52,49779.48,198999,A1
2715535,190769,6828.82,126532.77,65466.23,191999,A1
2716140,186967,8447.04,256892,77107,333999,C1
2716154,228162,7437.22,241797.98,69201.02,310999,A1
2716145,148277,4937.28,212497.14,43501.86,255999,A1
2716543,163393,6347.03,360524.52,5474.48,365999,A1
2718872,173201,11047.73,307874.94,103124.06,410999,A2
2719331,226904,4050.83,170122.99,29876.01,199999,A1
2718963,182297,8880.08,176121.75,74877.25,250999,A2
2719436,230656,4285.82,160249.98,39749.02,199999,A1
2719355,232504,9057.89,175538.18,86460.82,261999,A1
2718885,228352,8328.05,221617.16,70381.84,291999,A1
2718890,230477,5165.04,190755.81,45243.19,235999,A2
2719156,211159,7606.64,193207.62,71791.38,264999,A1
2719137,210070,3769.46,171356.19,32642.81,203999,A1
2719039,159321,9549.14,242265.89,90733.11,332999,A1
2716700,130678,12474.11,403417.18,113581.82,516999,A1
2719625,229608,6973.33,158476.91,31522.09,189999,A2
2720117,230768,8132.68,450210.11,65788.89,515999,A1
2719692,229840,7941.19,146275.45,70723.55,216999,A1
2719421,228096,5747.46,166775.49,54223.51,220999,A1
2720722,232209,4985.44,222049.3,43949.7,265999,A1
2719805,224820,7008.44,228669.94,72329.06,300999,A1
2719539,233579,11997.61,228677.27,112321.73,340999,A1
2714105,230877,11531.51,289454.89,93544.11,382999,B
2712946,177449,7401.47,252981.49,68017.51,320999,C3
2713059,222765,7895.59,261394.17,86604.83,347999,A1
2713867,231019,4296.86,119856.58,34142.42,153999,A1
2713980,229468,8602.74,261982.17,73016.83,334999,A2
2714156,202826,5279.29,139400.49,45598.51,184999,A1
2714973,230573,8537.27,160398.11,72600.89,232999,A1
2714676,201734,5798.93,151274.38,43724.62,194999,A1
2716044,231017,5008.33,342307.3,26691.7,368999,A1
2715497,209939,10294.41,273556.11,94442.89,367999,A1
2715487,194351,7069.41,189672.04,63326.96,252999,A1
2715815,225542,4981.77,463083.46,43915.54,506999,A1
2716305,144519,10534.05,230930.21,101068.79,331999,A1
2718191,176711,6693.72,228165.12,59833.88,287999,A1
2719555,232069,4658.96,241422.21,40576.79,281999,A2
2719346,147578,10022.41,203091.81,91907.19,294999,A2
2718987,190971,18068.52,401398.67,165600.33,566999,A1
2719564,229195,11845.99,200841.12,99157.88,299999,A1
2719446,183491,10510.2,302195.93,88803.07,390999,A1
2719299,208729,6691.76,302622.14,62376.86,364999,A1
2719239,222008,14972.1,313172.59,141826.41,454999,A1
2719961,205022,14573.78,281721.55,134277.45,415999,A1
2720231,191204,5481.53,150092.55,58906.45,208999,A2
2720756,198187,11760.85,331592.28,108406.72,439999,A1
2720569,226522,8610.36,207895.22,79103.78,286999,A1
2720136,197399,7075.16,328923.71,91075.29,419999,A1
2720788,225632,10445.59,241933.49,96065.51,337999,A2
2721275,230522,5833.99,144060.9,51938.1,195999,A1
2720552,235060,7141.6,278834.57,62164.43,340999,A1
2720521,228345,5028,163975.21,44023.79,207999,A1
2720367,231758,5236.76,237765.22,36233.78,273999,A1
2720650,224691,6363.66,120289.36,58709.64,178999,A1
2720921,222176,6523.73,173942.34,62056.66,235999,A2
2721087,181674,13372.76,342915.4,124083.6,466999,A1
2720977,226387,4289.75,107607.08,39391.92,146999,A1
2726086,209032,9952.34,261210.1,91788.9,352999,A1
2721919,225885,6587.39,181448.11,66550.89,247999,A1
2721504,208470,4728.54,129911.74,46087.26,175999,A1
2721659,227540,3608.88,145074.24,30924.76,175999,A1
2722023,218034,5600.24,188233.78,52765.22,240999,A1
2722115,173904,5384.56,234507.35,45491.65,279999,A1
2726267,209500,7786.62,227945.41,22053.59,249999,A1
2723425,234796,4262.88,160037.51,36961.49,196999,A1
2722300,116195,13300.17,243331.76,123667.24,366999,A1
2722559,209784,20570.36,458006.08,209992.92,667999,A1
2722472,235206,8890.25,283764.73,37234.27,320999,B
2723452,179235,6545.66,205229.43,63769.57,268999,A1
2722608,232738,5883.43,184465.82,35533.18,219999,A1
2722527,206889,5749.15,184263.86,36735.14,220999,A1
2722422,211101,5209.92,308647.04,46351.96,354999,A1
2722805,173356,5938.91,165385.31,30613.69,195999,A2
2722572,231593,5670.45,183625.1,55373.9,238999,A1
2727061,206951,6999.7,250936.6,91062.4,341999,A1
2723438,230320,6008.49,310251.61,71747.39,381999,A1
2722669,227068,11303.21,289964.65,73034.35,362999,A1
2728004,231393,2218.17,123142.71,19856.29,142999,A1
2727471,235859,6065.12,288105.95,58893.05,346999,A1
2726350,169578,10386.67,202200.09,101798.91,303999,A2
2726179,125669,6952.84,276660.77,43338.23,319999,A1
2726723,208255,7550.61,262290.7,61708.3,323999,A1
2726737,226591,8898.18,167334.35,83664.65,250999,A1
2726372,230194,11408.26,355700.83,107298.17,462999,A1
2726594,173663,6932.89,213214.15,65784.85,278999,A1
2727227,232727,9886.94,175917.21,93081.79,268999,A1
2726669,128071,5913.8,148641.31,57357.69,205999,A1
2727744,235625,4718.62,372769.43,45229.57,417999,A1
2727681,195398,3352.83,404941.43,22057.57,426999,A1
2728499,232262,5213.08,122751.76,50247.24,172999,A1
2727801,231878,9678.49,314763.01,12235.99,326999,A1
2727739,233333,4694.1,120018.27,44980.73,164999,A1
2728612,224941,6991.86,120390.19,67608.81,187999,A1
2727962,220906,5546.89,167364.48,53634.52,220999,A1
2719848,222819,16723.93,493095.19,156903.81,649999,A
2720272,208782,15267.27,297025.37,142973.63,439999,A2
2720175,232688,9190.69,322165.96,82833.04,404999,A1
2722321,190765,7916.69,283611.92,75387.08,358999,A2
2720934,197225,8960.19,203686.97,85312.03,288999,A1
2720802,207414,6523.26,231069.27,60929.73,291999,A1
2721209,164244,7884.99,222183.4,28815.6,250999,B
2720981,193580,6941.92,206850.73,61148.27,267999,A2
2720655,174238,7680.34,171978.37,45020.63,216999,A2
2721621,124699,15343.07,338337.39,139661.61,477999,A2
2721326,210854,11437.54,304511.7,105487.3,409999,A1
2721489,166561,8728.99,292502.65,80496.35,372999,A1
2721852,204626,7059.07,213578.79,38420.21,251999,A1
2722463,214408,6101.09,277607.21,52391.79,329999,A2
2722514,207207,5945.01,206039.69,45959.31,251999,A1
2722371,195412,5298.22,187887.89,51111.11,238999,A1
2722417,201946,3378.57,175277.35,23721.65,198999,A1
2723698,232125,4697.25,208986.44,45012.56,253999,A1
2728185,182716,5391.78,144982.96,53016.04,197999,B
2726627,202590,9099.76,219311.65,89687.35,308999,A1
2726377,227995,7101.45,217233.35,46765.65,263999,A1
2729125,234738,6111.36,399639.9,37359.1,436999,A1
2729208,231054,13296.52,264220.23,120778.77,384999,B
2730536,240090,4326.4,123048.57,40950.43,163999,A1
2728722,232586,3784.32,148413.37,25585.63,173999,A1
2730135,237768,6777.51,280210.94,38788.06,318999,A1
2729915,210035,18345,353435.42,178563.58,531999,A1
2731100,211008,6834.13,238787.18,66211.82,304999,A1
2730901,179728,4768.89,143591.21,45407.79,188999,A1
2730447,127190,11246.69,450305.35,95693.65,545999,A1
2730382,240427,5213.08,161116.6,49882.4,210999,A1
2731317,229450,6761.31,277175.26,64823.74,341999,A2
2731127,234411,3296.41,128174.65,29824.35,157999,A1
2731000,234991,4139.67,195533.5,27465.5,222999,A1
2731610,236325,7100.9,215099.84,68899.16,283999,A1
2731795,176887,7306.31,276104.07,50894.93,326999,A1
2731858,237256,6123.02,223946.49,45052.51,268999,A1
2732961,166593,6150.93,131150.48,48848.52,179999,A1
2735016,191178,16069.6,397187.14,57811.86,454999,A1
2734163,237356,7852.93,324264.74,39734.26,363999,A1
2735298,230323,5911.58,230526.63,36472.37,266999,A2
2733796,198854,5527.72,163710.53,47288.47,210999,A1
2734877,224685,10691.45,344636.72,56362.28,400999,A1
2734651,239973,7929.59,194295.01,74703.99,268999,A1
2730764,236720,11963.19,212635.53,121363.47,333999,A1
2733350,228760,4912.03,135763.12,68235.88,203999,A1
